title	query	reason
File:Hanoi University of Science and Technology.jpg	Hanoi University of Science and Technology	'science' is not in the hit's name 'Đại học Bách khoa Hà Nội'
File:Đại học Bách khoa Hà Nội (Thư viện điện tử TQB).jpg	Đại học Bách khoa Hà Nội (Thư viện điện tử TQB)	'dien' is not in the hit's name 'Đại học Bách khoa Hà Nội'
File:Hanoi University 04.jpg	Hanoi University 04	title names no place (generic words only)
File:Hanoi University - Victoria University, Master of TESOL programme, graduation ceremony 2017.jpg	Hanoi University - Victoria University, Master of TESOL programme, graduation ceremony	no specific feature found
File:PaoloPetrocelli lecturing at Hanoi University, Vietnam.jpg	PaoloPetrocelli lecturing at Hanoi University, Vietnam	no specific feature found
File:Nhạc viện (cropped).jpg	Nhạc viện (cropped), Hanoi, Vietnam	'cropped' is not in the hit's name 'Học viện Âm nhạc Quốc gia Việt Nam'
File:Wikipedia workshop at Vietnam National University of Agriculture.jpg	Wikipedia workshop at Vietnam National University of Agriculture, Hanoi, Vietnam	no specific feature found
File:Trường ĐHSP Hà Nội.JPG	Trường ĐHSP Hà Nội	a road is not a site (highway/bus_stop)
File:Trường Đại học Sư phạm Hà Nội - cơ sở Hà Nam.jpeg	Trường Đại học Sư phạm Hà Nội - cơ sở Hà Nam	no specific feature found
File:Truong Quoc te.jpg	Truong Quoc te, Hanoi, Vietnam	title names no place (generic words only)
File:Sinh viên USTH được học tập trong môi trường năng động sáng tạo.jpg	Sinh viên USTH được học tập trong môi trường năng động sáng tạo, Hanoi, Vietnam	no specific feature found
File:Môi trường học tập tại USTH .jpg	Môi trường học tập tại USTH, Hanoi, Vietnam	no specific feature found
File:Hoạt động Hội sinh viên trường.jpg	Hoạt động Hội sinh viên trường, Hanoi, Vietnam	no specific feature found
File:Một góc sân trường cơ sở 1.jpg	Một góc sân trường cơ sở 1, Hanoi, Vietnam	no specific feature found
File:Sinh viên tình nguyện trường với hoạt động 5s.jpg	Sinh viên tình nguyện trường với hoạt động 5s, Hanoi, Vietnam	no specific feature found
File:Cổng trường chính cơ sở 3.jpg	Cổng trường chính cơ sở 3, Hanoi, Vietnam	no specific feature found
File:Trường Đại học Công nghiệp Hà Nội - cơ sở Hà Nam.jpeg	Trường Đại học Công nghiệp Hà Nội - cơ sở Hà Nam	no specific feature found
File:Hanoi University of Industry 11-02-2025.jpg	Hanoi University of Industry 11-02	no specific feature found
File:Hanoi University of Law.jpg	Hanoi University of Law	'law' is not in the hit's name 'Đại học Luật'
File:Sơ đồ tổ chức của Trường Đại học Luật Hà Nội.jpg	Sơ đồ tổ chức của Trường Đại học Luật Hà Nội	no specific feature found
File:Nhà B - Trường Đại học Luật Hà Nội.jpg	Nhà B - Trường Đại học Luật Hà Nội	no specific feature found
File:Phân hiệu Trường Đại học Luật Hà Nội tại tỉnh Đắk Lắk.jpg	Phân hiệu Trường Đại học Luật Hà Nội tại tỉnh Đắk Lắk	no specific feature found
File:Hoi truong Ba Dinh 2.jpg	Hoi truong Ba Dinh 2, Hanoi, Vietnam	'ba' is not in the hit's name 'Viện Nghiên cứu Xã hội'
File:Nam Sơn and his students in front of the Maurice Long Museum.jpg	Nam Sơn and his students in front of the Maurice Long Museum, Hanoi, Vietnam	no specific feature found
File:Láng Hạ Street (20140922 180121).jpg	Láng Hạ Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Water Puppet Theatre Vietnam(1).jpg	Water Puppet Theatre Vietnam, Hanoi, Vietnam	'puppet' is not in the hit's name 'Nhà hát Múa rối nước Thăng Long'
File:Water Puppet Theatre Vietnam(3).jpg	Water Puppet Theatre Vietnam, Hanoi, Vietnam	'puppet' is not in the hit's name 'Nhà hát Múa rối nước Thăng Long'
File:Thang Long Water Puppet Theatre 2.jpg	Thang Long Water Puppet Theatre 2, Hanoi, Vietnam	no specific feature found
File:Water Puppet Theater.JPG	Water Puppet Theater, Hanoi, Vietnam	'puppet' is not in the hit's name 'Nhà hát Múa rối nước Thăng Long'
File:HA NOI WATER PUPPET THEATRE VIETNAM FEB 2012 (7024668347).jpg	HA NOI WATER PUPPET THEATRE VIETNAM FEB	no specific feature found
File:'Certificate of Merit of Thang Long Theatre' ..JPG	'Certificate of Merit of Thang Long Theatre', Hanoi, Vietnam	no specific feature found
File:Thang Long Water puppet theater..JPG	Thang Long Water puppet theater, Hanoi, Vietnam	no specific feature found
File:Lobby of theater.JPG	Lobby of theater, Hanoi, Vietnam	no specific feature found
File:Hanoi water puppets theatre (26395828298).jpg	Hanoi water puppets theatre	no specific feature found
File:Water Puppet Theater, Hanoi (1345341892).jpg	Water Puppet Theater, Hanoi	'puppet' is not in the hit's name 'Nhà hát Múa rối nước Thăng Long'
File:Water Puppet Theater, Hanoi (1345341146).jpg	Water Puppet Theater, Hanoi	'puppet' is not in the hit's name 'Nhà hát Múa rối nước Thăng Long'
File:Water Puppet Theater, Hanoi (1344449709).jpg	Water Puppet Theater, Hanoi	'puppet' is not in the hit's name 'Nhà hát Múa rối nước Thăng Long'
File:Water Puppet Theater, Hanoi (1344448995).jpg	Water Puppet Theater, Hanoi	'puppet' is not in the hit's name 'Nhà hát Múa rối nước Thăng Long'
File:Water Puppet Theater, Hanoi (1345339836).jpg	Water Puppet Theater, Hanoi	'puppet' is not in the hit's name 'Nhà hát Múa rối nước Thăng Long'
File:Water Puppet Theater, Hanoi (1345340160).jpg	Water Puppet Theater, Hanoi	'puppet' is not in the hit's name 'Nhà hát Múa rối nước Thăng Long'
File:Water Puppet Theater, Hanoi (1345340490).jpg	Water Puppet Theater, Hanoi	'puppet' is not in the hit's name 'Nhà hát Múa rối nước Thăng Long'
File:Water Puppet Theater, Hanoi (1345339276).jpg	Water Puppet Theater, Hanoi	'puppet' is not in the hit's name 'Nhà hát Múa rối nước Thăng Long'
File:Water Puppet Theater, Hanoi (1345338520).jpg	Water Puppet Theater, Hanoi	'puppet' is not in the hit's name 'Nhà hát Múa rối nước Thăng Long'
File:Water Puppet Theater, Hanoi (1344446327).jpg	Water Puppet Theater, Hanoi	'puppet' is not in the hit's name 'Nhà hát Múa rối nước Thăng Long'
File:Nghị định trường Đồng Khánh.jpg	Nghị định trường Đồng Khánh, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765020978233.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765020974478.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765020971151.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765020981233.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765020984274.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765020990313.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765020987401.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765020993559.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765020996870.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765020999670.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021001959.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021006266.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021008706.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021011305.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021015232.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021018524.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021021593.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021031361.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021025161.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021035270.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021038785.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021042609.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021046007.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021049346.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021052839.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021056250.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021063187.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021067119.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021071094.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021074755.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021078979.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021084635.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021082022.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021088289.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021091605.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021059642.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021099271.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021103190.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021106557.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021094773.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021110246.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021117989.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021121428.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021124763.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021127443.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021130562.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021113939.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021133924.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021267375.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021263366.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021260641.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021270281.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021273496.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021276896.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021279924.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021282818.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021286242.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021289722.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021293297.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021354369.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021357600.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021361541.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021364949.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021368493.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021372617.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021379257.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021381666.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021384837.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021387614.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021375771.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021296708.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021302124.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021299751.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021305194.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021311047.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021308125.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021314088.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021320840.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021324244.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021327389.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021317401.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021330205.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021333173.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021336484.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021340312.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021344294.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021348147.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021351344.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021146320.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021137518.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021141165.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021151739.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021158313.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021155100.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021161430.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021164591.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021168310.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021171748.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021178827.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021175144.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021185571.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021182547.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021189563.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021192521.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021195649.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021198767.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021201994.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021205158.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021208492.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021214964.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021211950.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021217965.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021221327.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021224763.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021227647.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021231402.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021237350.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021234382.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021242206.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021245602.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021249471.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Hansers O truong co day em the 1765021254083.jpg	Hansers O truong co day em the, Hanoi, Vietnam	no specific feature found
File:Đại sảnh tầng hai trường THPT Hà Nội - Amsterdam.JPG	Đại sảnh tầng hai trường THPT Hà Nội - Amsterdam	no specific feature found
File:Sân trước trường THPT Hà Nội - Amsterdam.JPG	Sân trước trường THPT Hà Nội - Amsterdam	no specific feature found
File:Cửa chính trường THPT Hà Nội - Amsterdam.JPG	Cửa chính trường THPT Hà Nội - Amsterdam	no specific feature found
File:Lang Toi.jpg	Lang Toi, Hanoi, Vietnam	one-word title matched to a shop or restaurant
File:Samaritan minivan on Vũ Phạm Hàm Street 15-02-2026.jpg	Samaritan minivan on Vũ Phạm Hàm Street 15-02, Hanoi, Vietnam	no specific feature found
File:Tòa nhà Keangnam, Cầu Giấy, Hà Nội 001.jpg	Tòa nhà Keangnam, Cầu Giấy, Hà Nội 001	'keangnam' is not in the hit's name 'Cầu Giấy'
File:Tòa nhà Keangnam Hanoi Landmark Tower, Cầu Giấy, Hà Nội 001.jpg	Tòa nhà Keangnam Hanoi Landmark Tower, Cầu Giấy, Hà Nội 001	'keangnam' is not in the hit's name 'Cầu Giấy'
File:Tòa nhà Keangnam, Cầu Giấy, Hà Nội 001 (cropped).jpg	Tòa nhà Keangnam, Cầu Giấy, Hà Nội 001 (cropped)	'keangnam' is not in the hit's name 'Cầu Giấy'
File:Nha Chung street signs.jpg	Nha Chung street signs, Hanoi, Vietnam	no specific feature found
File:Hanoi - Hàng Bạc Street - 1.jpg	Hanoi - Hàng Bạc Street - 1	a road is not a site (highway/residential)
File:Hanoi - Hàng Bạc Street - 2.jpg	Hanoi - Hàng Bạc Street - 2	a road is not a site (highway/residential)
File:Nguyễn Trãi Road (20140804 174406).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174409).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174418).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174414).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174423).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174458).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174501).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Royal City on Nguyễn Trãi Road (20140804 174508).jpg	Royal City on Nguyễn Trãi Road, Hanoi, Vietnam	no specific feature found
File:Royal City on Nguyễn Trãi Road (20140804 174505).jpg	Royal City on Nguyễn Trãi Road, Hanoi, Vietnam	no specific feature found
File:Royal City on Nguyễn Trãi Road (20140804 174513).jpg	Royal City on Nguyễn Trãi Road, Hanoi, Vietnam	no specific feature found
File:Royal City on Nguyễn Trãi Road (20140804 174528).jpg	Royal City on Nguyễn Trãi Road, Hanoi, Vietnam	no specific feature found
File:Royal City on Nguyễn Trãi Road (20140804 174522).jpg	Royal City on Nguyễn Trãi Road, Hanoi, Vietnam	no specific feature found
File:Royal City on Nguyễn Trãi Road (20140804 174532).jpg	Royal City on Nguyễn Trãi Road, Hanoi, Vietnam	no specific feature found
File:Royal City on Nguyễn Trãi Road (20140804 174537).jpg	Royal City on Nguyễn Trãi Road, Hanoi, Vietnam	no specific feature found
File:Nguyễn Trãi Road (20140804 174550).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174553).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174557).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174600).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174603).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174650).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174658).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174704).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174710).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:Nguyễn Trãi Road (20140804 174754).jpg	Nguyễn Trãi Road, Hanoi, Vietnam	a road is not a site (highway/trunk)
File:NguyenTrai street.jpg	NguyenTrai street, Hanoi, Vietnam	no specific feature found
File:A road under Vành Đai 3 Station.jpg	A road under Vành Đai 3 Station, Hanoi, Vietnam	no specific feature found
File:Một góc phường Thanh Xuân Trung.jpg	Một góc phường Thanh Xuân Trung, Hanoi, Vietnam	no specific feature found
File:Tây Sơn Street, Hanoi (20140804 172408).jpg	Tây Sơn Street, Hanoi	a road is not a site (highway/primary)
File:Tây Sơn Street (20140804 174346).jpg	Tây Sơn Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Tây Sơn Street (20140804 174350).jpg	Tây Sơn Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Tây Sơn Street (20140804 174353).jpg	Tây Sơn Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Thái Hà Street, Hanoi (20140804 172358).jpg	Thái Hà Street, Hanoi	a road is not a site (highway/primary)
File:Thái Hà Street, Hanoi (20140804 172354).jpg	Thái Hà Street, Hanoi	a road is not a site (highway/primary)
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175309).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175303).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175257).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175253).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175247).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175241).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175231).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175226).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175219).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175215).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175213).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175202).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175157).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175154).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175107).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
